NPs	coresize	hydrosize	surfcharge	surfarea	Hsf	Ec	Ev	MeO	Cellline	Celltype	Expotime	dosage	enthalpy	ratio	e	esum	esumbyo	MW	NMetal	NOxygen	ox	viability	class
TiO2	25	228.3	-10.7	40	-9.779	-4.16	-7.49	5.77	SHSY5Y	Cancer	3	40	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	101.6	nonToxic
TiO2	25	228.3	-10.7	40	-9.779	-4.16	-7.49	5.77	SHSY5Y	Cancer	3	60	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	105.1	nonToxic
TiO2	25	228.3	-10.7	40	-9.779	-4.16	-7.49	5.77	SHSY5Y	Cancer	3	80	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	103.06	nonToxic
TiO2	25	228.3	-10.7	40	-9.779	-4.16	-7.49	5.77	SHSY5Y	Cancer	3	100	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	94.97	nonToxic
TiO2	25	228.3	-10.7	40	-9.779	-4.16	-7.49	5.77	SHSY5Y	Cancer	3	120	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	95.32	nonToxic
TiO2	25	228.3	-10.7	40	-9.779	-4.16	-7.49	5.77	SHSY5Y	Cancer	3	150	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	97.78	nonToxic
TiO2	21	74	-9.42	57	-9.779	-4.16	-7.49	5.77	MCF10A	Cancer	24	0.00001	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	96.1027	nonToxic
TiO2	21	74	-9.42	57	-9.779	-4.16	-7.49	5.77	MCF10A	Cancer	24	150	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	80.5606	nonToxic
TiO2	21	74	-9.42	57	-9.779	-4.16	-7.49	5.77	MCF10A	Cancer	24	0.00001	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	96.5641	nonToxic
TiO2	21	74	-9.42	57	-9.779	-4.16	-7.49	5.77	MCF10A	Cancer	24	150	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	96.0304	nonToxic
TiO2	21	74	-9.42	57	-9.779	-4.16	-7.49	5.77	WI38	Normal	24	0.00001	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	94.1623	nonToxic
TiO2	21	74	-9.42	57	-9.779	-4.16	-7.49	5.77	WI38	Normal	24	150	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	75.8821	nonToxic
TiO2	21	74	-9.42	57	-9.779	-4.16	-7.49	5.77	WI38	Normal	24	0.00001	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	94.7795	nonToxic
TiO2	21	74	-9.42	57	-9.779	-4.16	-7.49	5.77	WI38	Normal	24	150	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	79.0703	nonToxic
TiO2	21	74	-9.42	57	-9.779	-4.16	-7.49	5.77	ChangLiv	Normal	24	0.00001	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	93.757	nonToxic
TiO2	21	74	-9.42	57	-9.779	-4.16	-7.49	5.77	ChangLiv	Normal	24	150	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	79.0703	nonToxic
TiO2	21	74	-9.42	57	-9.779	-4.16	-7.49	5.77	ChangLiv	Normal	24	0.00001	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	95.6434	nonToxic
TiO2	21	74	-9.42	57	-9.779	-4.16	-7.49	5.77	ChangLiv	Normal	24	150	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	94.7002	nonToxic
TiO2	21	133	-9.42	57	-9.779	-4.16	-7.49	5.77	ChangLiv	Normal	24	0.00001	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	93.757	nonToxic
TiO2	21	133	-9.42	57	-9.779	-4.16	-7.49	5.77	ChangLiv	Normal	24	150	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	59.1287	nonToxic
TiO2	21	133	-9.42	57	-9.779	-4.16	-7.49	5.77	ChangLiv	Normal	24	0.00001	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	95.6434	nonToxic
TiO2	21	133	-9.42	57	-9.779	-4.16	-7.49	5.77	ChangLiv	Normal	24	150	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	93.2046	nonToxic
TiO2	21	327	-9.42	57	-9.779	-4.16	-7.49	5.77	ChangLiv	Normal	24	0.00001	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	93.757	nonToxic
TiO2	21	327	-9.42	57	-9.779	-4.16	-7.49	5.77	ChangLiv	Normal	24	0.00001	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	95.6434	nonToxic
TiO2	40	322.3	-25.27	50	-9.779	-4.16	-7.49	5.77	L02	Normal	24	0.00001	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	90.4	nonToxic
TiO2	40	322.3	-25.27	50	-9.779	-4.16	-7.49	5.77	L02	Normal	24	1	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	91.1	nonToxic
TiO2	40	322.3	-25.27	50	-9.779	-4.16	-7.49	5.77	L02	Normal	24	5	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	92.6	nonToxic
TiO2	40	322.3	-25.27	50	-9.779	-4.16	-7.49	5.77	L02	Normal	24	10	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	89.6	nonToxic
TiO2	40	322.3	-25.27	50	-9.779	-4.16	-7.49	5.77	L02	Normal	12	0.00001	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	92.6	nonToxic
TiO2	40	322.3	-25.27	50	-9.779	-4.16	-7.49	5.77	L02	Normal	12	1	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	93.9	nonToxic
TiO2	40	322.3	-25.27	50	-9.779	-4.16	-7.49	5.77	L02	Normal	12	5	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	92.2	nonToxic
TiO2	40	322.3	-25.27	50	-9.779	-4.16	-7.49	5.77	L02	Normal	12	10	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	92.5	nonToxic
TiO2	40	322.3	-25.27	50	-9.779	-4.16	-7.49	5.77	L02	Normal	6	0.00001	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	96.2	nonToxic
TiO2	40	322.3	-25.27	50	-9.779	-4.16	-7.49	5.77	L02	Normal	6	1	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	97.3	nonToxic
TiO2	40	322.3	-25.27	50	-9.779	-4.16	-7.49	5.77	L02	Normal	6	5	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	89.4	nonToxic
TiO2	40	322.3	-25.27	50	-9.779	-4.16	-7.49	5.77	L02	Normal	6	10	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	91.5	nonToxic
TiO2	20	707	-12.1	50.4	-9.779	-4.16	-7.49	5.77	BEAS2B	Normal	24	0.00001	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	100	nonToxic
TiO2	20	707	-12.1	50.4	-9.779	-4.16	-7.49	5.77	BEAS2B	Normal	24	10	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	99.27102	nonToxic
TiO2	20	707	-12.1	50.4	-9.779	-4.16	-7.49	5.77	BEAS2B	Normal	24	30	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	100	nonToxic
TiO2	20	707	-12.1	50.4	-9.779	-4.16	-7.49	5.77	BEAS2B	Normal	24	100	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	96.784501	nonToxic
TiO2	20	707	-12.1	50.4	-9.779	-4.16	-7.49	5.77	BEAS2B	Normal	24	300	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	79.748352	nonToxic
TiO2	10	1457	-11	166	-9.779	-4.16	-7.49	5.77	BEAS2B	Normal	24	0.00001	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	100	nonToxic
TiO2	10	1457	-11	166	-9.779	-4.16	-7.49	5.77	BEAS2B	Normal	24	10	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	94.686567	nonToxic
TiO2	10	1457	-11	166	-9.779	-4.16	-7.49	5.77	BEAS2B	Normal	24	30	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	91.303482	nonToxic
TiO2	10	1457	-11	166	-9.779	-4.16	-7.49	5.77	BEAS2B	Normal	24	100	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	96.756218	nonToxic
TiO2	10	1457	-11	166	-9.779	-4.16	-7.49	5.77	BEAS2B	Normal	24	300	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	84.507462	nonToxic
TiO2	35	1814	-35.5	66	-9.779	-4.16	-7.49	5.77	A549	Cancer	72	0.00001	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	101.5761	nonToxic
TiO2	35	1814	-35.5	66	-9.779	-4.16	-7.49	5.77	A549	Cancer	72	6.25	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	76.5942	nonToxic
TiO2	35	1814	-35.5	66	-9.779	-4.16	-7.49	5.77	A549	Cancer	72	12.5	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	82.4275	nonToxic
TiO2	35	1814	-35.5	66	-9.779	-4.16	-7.49	5.77	A549	Cancer	72	25	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	76.721	nonToxic
TiO2	35	1814	-35.5	66	-9.779	-4.16	-7.49	5.77	A549	Cancer	72	50	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	73.2971	nonToxic
TiO2	35	1814	-35.5	66	-9.779	-4.16	-7.49	5.77	A549	Cancer	12	0.00001	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	100.7394	nonToxic
TiO2	35	1814	-35.5	66	-9.779	-4.16	-7.49	5.77	A549	Cancer	12	6.25	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	124.9775	nonToxic
TiO2	35	1814	-35.5	66	-9.779	-4.16	-7.49	5.77	A549	Cancer	12	12.5	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	105.284	nonToxic
TiO2	35	1814	-35.5	66	-9.779	-4.16	-7.49	5.77	A549	Cancer	12	25	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	106.9252	nonToxic
TiO2	35	1814	-35.5	66	-9.779	-4.16	-7.49	5.77	A549	Cancer	12	50	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	101.6231	nonToxic
TiO2	30	1843	-30.8	69	-9.779	-4.16	-7.49	5.77	A549	Cancer	72	0.00001	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	101.5761	nonToxic
TiO2	30	1843	-30.8	69	-9.779	-4.16	-7.49	5.77	A549	Cancer	72	6.25	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	91.4312	nonToxic
TiO2	30	1843	-30.8	69	-9.779	-4.16	-7.49	5.77	A549	Cancer	72	12.5	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	89.2754	nonToxic
TiO2	30	1843	-30.8	69	-9.779	-4.16	-7.49	5.77	A549	Cancer	72	25	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	90.7971	nonToxic
TiO2	30	1843	-30.8	69	-9.779	-4.16	-7.49	5.77	A549	Cancer	72	50	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	81.9837	nonToxic
TiO2	30	1843	-30.8	69	-9.779	-4.16	-7.49	5.77	A549	Cancer	12	0.00001	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	100.9919	nonToxic
TiO2	30	1843	-30.8	69	-9.779	-4.16	-7.49	5.77	A549	Cancer	12	6.25	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	119.4229	nonToxic
TiO2	30	1843	-30.8	69	-9.779	-4.16	-7.49	5.77	A549	Cancer	12	12.5	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	117.4031	nonToxic
TiO2	30	1843	-30.8	69	-9.779	-4.16	-7.49	5.77	A549	Cancer	12	25	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	111.7538	nonToxic
TiO2	30	1843	-30.8	69	-9.779	-4.16	-7.49	5.77	A549	Cancer	12	50	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	99.5401	nonToxic
TiO2	125	1054	-40.8	38	-9.779	-4.16	-7.49	5.77	A549	Cancer	72	0.00001	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	101.7029	nonToxic
TiO2	125	1054	-40.8	38	-9.779	-4.16	-7.49	5.77	A549	Cancer	72	6.25	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	68.4783	nonToxic
TiO2	125	1054	-40.8	38	-9.779	-4.16	-7.49	5.77	A549	Cancer	72	12.5	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	57.6993	nonToxic
TiO2	125	1054	-40.8	38	-9.779	-4.16	-7.49	5.77	A549	Cancer	72	25	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	51.6123	nonToxic
TiO2	125	1054	-40.8	38	-9.779	-4.16	-7.49	5.77	A549	Cancer	72	50	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	44.5109	Toxic
TiO2	125	1054	-40.8	38	-9.779	-4.16	-7.49	5.77	A549	Cancer	12	0.00001	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	100.8656	nonToxic
TiO2	125	1054	-40.8	38	-9.779	-4.16	-7.49	5.77	A549	Cancer	12	6.25	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	102.3805	nonToxic
TiO2	125	1054	-40.8	38	-9.779	-4.16	-7.49	5.77	A549	Cancer	12	12.5	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	90.2615	nonToxic
TiO2	125	1054	-40.8	38	-9.779	-4.16	-7.49	5.77	A549	Cancer	12	25	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	88.1154	nonToxic
TiO2	125	1054	-40.8	38	-9.779	-4.16	-7.49	5.77	A549	Cancer	12	50	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	80.5095	nonToxic
TiO2	33.7	303	-25.3	42.5	-9.779	-4.16	-7.49	5.77	SW480	Cancer	24	0.1	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	102.5502	nonToxic
TiO2	33.7	303	-25.3	42.5	-9.779	-4.16	-7.49	5.77	SW480	Cancer	24	1	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	87.8069	nonToxic
TiO2	33.7	303	-25.3	42.5	-9.779	-4.16	-7.49	5.77	SW480	Cancer	24	10	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	71.2139	nonToxic
TiO2	33.7	303	-25.3	42.5	-9.779	-4.16	-7.49	5.77	SW480	Cancer	24	0.1	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	79.6464	nonToxic
TiO2	33.7	303	-25.3	42.5	-9.779	-4.16	-7.49	5.77	SW480	Cancer	24	1	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	73.7708	nonToxic
TiO2	33.7	303	-25.3	42.5	-9.779	-4.16	-7.49	5.77	SW480	Cancer	24	10	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	75.6749	nonToxic
TiO2	33.7	308	-25.3	42.5	-9.779	-4.16	-7.49	5.77	Caco2	Cancer	24	0.1	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	107.3156	nonToxic
TiO2	33.7	308	-25.3	42.5	-9.779	-4.16	-7.49	5.77	Caco2	Cancer	24	1	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	116.3194	nonToxic
TiO2	33.7	308	-25.3	42.5	-9.779	-4.16	-7.49	5.77	Caco2	Cancer	24	10	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	90.5247	nonToxic
TiO2	33.7	308	-25.3	42.5	-9.779	-4.16	-7.49	5.77	Caco2	Cancer	24	100	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	116.8061	nonToxic
TiO2	33.7	308	-25.3	42.5	-9.779	-4.16	-7.49	5.77	Caco2	Cancer	24	0.1	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	100.0152	nonToxic
TiO2	33.7	308	-25.3	42.5	-9.779	-4.16	-7.49	5.77	Caco2	Cancer	24	1	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	86.1445	nonToxic
TiO2	33.7	308	-25.3	42.5	-9.779	-4.16	-7.49	5.77	Caco2	Cancer	24	10	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	86.0837	nonToxic
TiO2	33.7	308	-25.3	42.5	-9.779	-4.16	-7.49	5.77	Caco2	Cancer	24	100	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	106.5856	nonToxic
TiO2	33.7	303	-25.3	42.5	-9.779	-4.16	-7.49	5.77	SW480	Cancer	48	0.1	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	103.6437	nonToxic
TiO2	33.7	303	-25.3	42.5	-9.779	-4.16	-7.49	5.77	SW480	Cancer	48	1	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	99.1734	nonToxic
TiO2	33.7	303	-25.3	42.5	-9.779	-4.16	-7.49	5.77	SW480	Cancer	48	10	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	104.3185	nonToxic
TiO2	33.7	303	-25.3	42.5	-9.779	-4.16	-7.49	5.77	SW480	Cancer	48	100	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	83.3333	nonToxic
TiO2	33.7	303	-25.3	42.5	-9.779	-4.16	-7.49	5.77	SW480	Cancer	24	0.1	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	93.8597	nonToxic
TiO2	33.7	303	-25.3	42.5	-9.779	-4.16	-7.49	5.77	SW480	Cancer	24	1	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	90.2159	nonToxic
TiO2	33.7	303	-25.3	42.5	-9.779	-4.16	-7.49	5.77	SW480	Cancer	24	10	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	101.9568	nonToxic
TiO2	33.7	308	-25.3	42.5	-9.779	-4.16	-7.49	5.77	Caco2	Cancer	48	0.1	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	106.0908	nonToxic
TiO2	33.7	308	-25.3	42.5	-9.779	-4.16	-7.49	5.77	Caco2	Cancer	48	1	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	101.839	nonToxic
TiO2	33.7	308	-25.3	42.5	-9.779	-4.16	-7.49	5.77	Caco2	Cancer	48	10	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	103.9649	nonToxic
TiO2	33.7	308	-25.3	42.5	-9.779	-4.16	-7.49	5.77	Caco2	Cancer	48	100	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	124.7174	nonToxic
TiO2	33.7	308	-25.3	42.5	-9.779	-4.16	-7.49	5.77	Caco2	Cancer	24	0.1	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	116.2139	nonToxic
TiO2	33.7	308	-25.3	42.5	-9.779	-4.16	-7.49	5.77	Caco2	Cancer	24	1	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	91.4122	nonToxic
TiO2	33.7	308	-25.3	42.5	-9.779	-4.16	-7.49	5.77	Caco2	Cancer	24	10	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	93.0319	nonToxic
TiO2	33.7	308	-25.3	42.5	-9.779	-4.16	-7.49	5.77	Caco2	Cancer	24	100	1575.73	6.557	1.54	1.54	0.77	79.86	1	2	4	105.9895	nonToxic
ZnO	45.3	310	32.7	21.3	-3.608	-3.89	-7.2	5.67	HCMEC	Normal	24	0.001	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	93.5233	nonToxic
ZnO	45.3	310	32.7	21.3	-3.608	-3.89	-7.2	5.67	HCMEC	Normal	24	0.01	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	98.7047	nonToxic
ZnO	45.3	310	32.7	21.3	-3.608	-3.89	-7.2	5.67	HCMEC	Normal	24	0.1	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	97.4093	nonToxic
ZnO	45.3	310	32.7	21.3	-3.608	-3.89	-7.2	5.67	HCMEC	Normal	24	1	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	97.9275	nonToxic
ZnO	45.3	310	32.7	21.3	-3.608	-3.89	-7.2	5.67	HCMEC	Normal	24	5	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	72.2798	nonToxic
ZnO	45.3	310	32.7	21.3	-3.608	-3.89	-7.2	5.67	HCMEC	Normal	24	10	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	62.4352	nonToxic
ZnO	45.3	310	32.7	21.3	-3.608	-3.89	-7.2	5.67	HCMEC	Normal	24	20	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	43.7824	Toxic
ZnO	45.3	310	32.7	21.3	-3.608	-3.89	-7.2	5.67	HCMEC	Normal	24	50	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	28.7565	Toxic
ZnO	45.3	310	32.7	21.3	-3.608	-3.89	-7.2	5.67	HCMEC	Normal	24	100	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	22.5389	Toxic
ZnO	45.3	310	32.7	21.3	-3.608	-3.89	-7.2	5.67	HCMEC	Normal	12	0.001	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	96.1039	nonToxic
ZnO	45.3	310	32.7	21.3	-3.608	-3.89	-7.2	5.67	HCMEC	Normal	12	0.01	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	98.1818	nonToxic
ZnO	45.3	310	32.7	21.3	-3.608	-3.89	-7.2	5.67	HCMEC	Normal	12	0.1	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	101.039	nonToxic
ZnO	45.3	310	32.7	21.3	-3.608	-3.89	-7.2	5.67	HCMEC	Normal	12	1	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	99.2208	nonToxic
ZnO	45.3	310	32.7	21.3	-3.608	-3.89	-7.2	5.67	HCMEC	Normal	12	5	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	92.7273	nonToxic
ZnO	45.3	310	32.7	21.3	-3.608	-3.89	-7.2	5.67	HCMEC	Normal	12	10	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	75.3247	nonToxic
ZnO	45.3	310	32.7	21.3	-3.608	-3.89	-7.2	5.67	HCMEC	Normal	12	20	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	64.1558	nonToxic
ZnO	45.3	310	32.7	21.3	-3.608	-3.89	-7.2	5.67	HCMEC	Normal	12	50	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	36.6234	Toxic
ZnO	45.3	310	32.7	21.3	-3.608	-3.89	-7.2	5.67	HCMEC	Normal	12	100	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	33.5065	Toxic
ZnO	115	360	-10	14.4	-3.608	-3.89	-7.2	5.67	HONDC	Normal	24	10	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	105.62	nonToxic
ZnO	115	360	-10	14.4	-3.608	-3.89	-7.2	5.67	HONDC	Normal	24	20	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	108.74	nonToxic
ZnO	115	360	-10	14.4	-3.608	-3.89	-7.2	5.67	HONDC	Normal	24	30	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	36.16	Toxic
ZnO	115	360	-10	14.4	-3.608	-3.89	-7.2	5.67	HONDC	Normal	24	50	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	27.54	Toxic
ZnO	115	360	-10	14.4	-3.608	-3.89	-7.2	5.67	HONDC	Normal	24	80	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	30.17	Toxic
ZnO	115	500	-9	14.5	-3.608	-3.89	-7.2	5.67	HONDC	Normal	24	10	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	92.69	nonToxic
ZnO	115	500	-9	14.5	-3.608	-3.89	-7.2	5.67	HONDC	Normal	24	20	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	106.1	nonToxic
ZnO	115	500	-9	14.5	-3.608	-3.89	-7.2	5.67	HONDC	Normal	24	30	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	52.93	nonToxic
ZnO	115	500	-9	14.5	-3.608	-3.89	-7.2	5.67	HONDC	Normal	24	50	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	28.26	Toxic
ZnO	115	500	-9	14.5	-3.608	-3.89	-7.2	5.67	HONDC	Normal	24	80	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	29.46	Toxic
ZnO	115	360	-10	14.4	-3.608	-3.89	-7.2	5.67	HONDC	Normal	24	10	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	100	nonToxic
ZnO	115	360	-10	14.4	-3.608	-3.89	-7.2	5.67	HONDC	Normal	24	20	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	98.12	nonToxic
ZnO	115	360	-10	14.4	-3.608	-3.89	-7.2	5.67	HONDC	Normal	24	30	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	20.14	Toxic
ZnO	115	360	-10	14.4	-3.608	-3.89	-7.2	5.67	HONDC	Normal	24	50	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	-1.43	Toxic
ZnO	115	360	-10	14.4	-3.608	-3.89	-7.2	5.67	HONDC	Normal	24	80	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	2.877	Toxic
ZnO	115	500	-9	14.5	-3.608	-3.89	-7.2	5.67	HONDC	Normal	24	10	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	106.76	nonToxic
ZnO	115	500	-9	14.5	-3.608	-3.89	-7.2	5.67	HONDC	Normal	24	20	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	101.58	nonToxic
ZnO	115	500	-9	14.5	-3.608	-3.89	-7.2	5.67	HONDC	Normal	24	30	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	26.76	Toxic
ZnO	115	500	-9	14.5	-3.608	-3.89	-7.2	5.67	HONDC	Normal	24	50	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	1.438	Toxic
ZnO	115	500	-9	14.5	-3.608	-3.89	-7.2	5.67	HONDC	Normal	24	80	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	1.35	Toxic
ZnO	60	329	-9.3	7.34	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	0.00001	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	100	nonToxic
ZnO	60	329	-9.3	7.34	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	5	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	97.2081	nonToxic
ZnO	60	329	-9.3	7.34	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	10	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	99.3638	nonToxic
ZnO	60	329	-9.3	7.34	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	20	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	79.7573	nonToxic
ZnO	60	329	-9.3	7.34	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	40	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	31.6136	Toxic
ZnO	60	329	-9.3	7.34	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	80	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	15.2919	Toxic
ZnO	60	320	-7.5	7.34	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	0.00001	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	100	nonToxic
ZnO	60	320	-7.5	7.34	-3.608	-3.89	-7.2	5.67	A549	Cancer	24	5	662.44	2.703	1.65	1.65	1.65	81.38	1	1	2	99.0558	nonToxic
